,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,Sim 1 Dropout X Disp.,Sim 1 Dropout Y Disp.,Sim 1 Bottom Bracket X Disp.,Sim 1 Bottom Bracket Y Disp.,Sim 2 Bottom Bracket Z Disp.,Sim 3 Bottom Bracket Y Disp.,Sim 3 Bottom Bracket X Rot.,Sim 1 Safety Factor,Sim 3 Safety Factor,Model Mass,batch
66,0,0,Aluminum,0.325,0.07,0.5656,0.045,71.99999647998123,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0494,0.0465,0.0369,72.0,0.0922,0.429,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009,0.00282,0.001471,0.000889,0.00992,0.002663,0.002807,0.001367,0.5418390000000001,0.02188,-0.02162,0.025710000000000004,-0.005989,0.0024760000000000003,-0.00131115,0.005297857142857144,0.2611,1.18,1.24,3_2
67,0,0,Aluminum,0.325,0.07,0.5656,0.045,71.99999647998123,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0494,0.0465,0.0369,72.0,0.0922,0.429,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009,0.002584,0.0020469999999999998,0.0011949999999999999,0.009332,0.00050792,0.003793,0.00087394,0.5418390000000001,0.02369,-0.02326,0.02777,-0.006476999999999999,0.00244,-0.001454,0.004985714285714286,0.2665,1.133,1.25,3_2
69,0,0,Aluminum,0.4,0.058,0.5656,0.025,74.49998322747555,0.04,0.0282,0.036000000000000004,0.01905,0.02335,0.013,0.031,0.015,0.0454,0.0221,0.0349,73.5,0.1107,0.55,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009,0.000959,0.000826,0.001558,0.001053,0.002554,0.0011,0.001342,0.648309,0.1552,-0.2679,0.1795,-0.1339,0.01093,-0.046009999999999995,0.025428571428571432,0.09274,0.2729,0.85,3_2
70,0,0,Titanium,0.31624,0.013000000000000001,0.5656,0.033,72.1,0.04,0.0377,0.04,0.05,0.05,0.0315,0.05,0.015,0.0337,0.0308,0.0383,74.0,0.3,0.4858,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.002381,0.003144,0.0045060000000000005,0.008089,0.005261999999999999,0.004963,0.006495,0.512101,-0.000381,0.000925,-0.00040199999999999996,0.000556,7.77e-05,-0.001215,0.0004999999999999997,3.1,3.79,7.18,1_1
71,0,0,Steel,0.408,0.068,0.5656,0.03,73.0,0.04,0.0254,0.0318,0.0365,0.017,0.012,0.0286,0.015,0.0307,0.0197,0.025,72.5,0.1508,0.5477,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.0005,0.002663,0.005502,0.00063231,0.004496,0.0012929999999999999,0.004823,0.633851,0.009940000000000001,-0.0209,0.0126,-0.0111,0.00172,-0.003895,0.005071428571428575,0.465,0.575,5.54,1_1
72,0,0,Steel,0.38,0.07,0.5656,0.03,70.0,0.0381,0.0254,0.0318,0.034,0.02075,0.011425,0.0286,0.005,0.0372,0.0133,0.0278,74.0,0.1945,0.63,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.01,0.001972,0.004121,0.003378,0.004194,0.00096006,0.00094889,0.00081499,0.658131,0.0283,-0.0628,0.0336,-0.0389,0.0012699999999999999,-0.015,0.004285714285714284,0.20800000000000002,0.537,4.23,1_1
73,0,0,Titanium,0.408,0.063,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0348,0.015,0.0478,0.048,0.0245,73.5,0.2053,0.578,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.001037,0.008071,0.0030559999999999997,0.002311,0.0034649999999999998,0.001875,0.009261,0.655429,0.0152,-0.0345,0.0181,-0.0204,0.00108,-0.007770000000000001,0.0031428571428571447,0.831,1.97,5.16,1_1
74,0,0,Steel,0.41,0.069,0.5656,0.2,73.5,0.04,0.0286,0.045,0.05,0.02335,0.013000000000000001,0.0318,0.015,0.0496,0.0326,0.0271,72.5,0.213,0.605,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.000602,0.000877,0.000662,0.008449,0.001173,0.002052,0.001024,0.6642060000000001,0.0143,-0.037,0.0176,-0.021,0.00109,-0.007765000000000001,0.003214285714285713,0.326,0.847,2.95,1_1
75,0,0,Steel,0.425,0.037000000000000005,0.5656,0.07200000000000001,73.0,0.035,0.0405,0.039,0.04495,0.0265,0.017,0.0308,0.015,0.0525,0.062,0.0235,72.0,0.1617,0.58,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.001928,0.004995,0.008458,0.0010550000000000002,0.0035060000000000004,0.00056166,0.005599,0.702286,-0.00103,0.00253,-0.00118,0.00147,0.000504,-0.002045,0.0017857142857142872,2.46,1.48,12.17,1_1
76,0,0,Steel,0.46,0.078,0.5656,0.046,74.0,0.0381,0.0286,0.0318,0.034,0.01735,0.0105,0.0286,0.015,0.042,0.0344,0.0344,71.0,0.1598,0.5244,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.001439,0.000675,0.0007160000000000001,0.0056240000000000005,0.002071,0.0019649999999999997,0.003805,0.66672,0.0185,-0.042,0.0227,-0.0226,0.00255,-0.00799,0.004428571428571434,0.306,0.847,3.62,1_1
77,0,0,Aluminum,0.36,0.05,0.5656,0.046,71.00001324013941,0.04,0.0386,0.045,0.0435,0.02335,0.019,0.0318,0.015,0.05,0.03,0.0257,73.0,0.1268,0.52,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009,0.007562,0.003304,0.000732,0.002239,0.007453,0.004453,0.006476000000000001,0.615054,-0.0039689999999999994,0.006795999999999999,-0.0044329999999999994,0.003703,0.001201,-0.0037359999999999997,0.0029000000000000007,1.43,1.266,3.28,3_2
78,0,0,Titanium,0.39,0.055,0.5656,0.045,74.49998322747555,0.04,0.0286,0.045,0.0365,0.028,0.015,0.0349,0.015,0.04,0.035,0.03,74.0,0.157,0.58,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.007,0.007581999999999999,0.002587,0.005601,0.004211,0.006666,0.003619,0.002127,0.634679,0.01957,-0.03683,0.02245,-0.02051,0.0010429999999999999,-0.007435000000000001,0.0027714285714285736,0.8507,2.343,4.87,3_1
79,0,0,Titanium,0.39,0.058,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.028,0.015,0.0349,0.015,0.04,0.035,0.04,73.0,0.1347,0.57,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.007,0.0018789999999999998,0.001777,0.000724,0.004790999999999999,0.007719,0.001398,0.00251,0.6335970000000001,0.03082,-0.05587999999999999,0.03572,-0.029169999999999998,0.00125,-0.0101615,0.0038357142857142804,0.6016,1.712,2.94,3_1
80,0,0,Aluminum,0.40748,0.025,0.5656,0.065,75.50002376309689,0.04,0.0349,0.039,0.04795,0.02,0.016,0.03,0.015,0.07,0.05,0.025,73.5,0.11,0.43,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0123,0.006436,0.002,0.00162,0.0041140000000000005,0.001456,0.001924,0.00067558,0.692788,-0.01655,0.02858,-0.01715,0.01551,0.004111,-0.01638,0.009285714285714277,0.645,0.5936,1.54,3_2
81,0,0,Aluminum,0.445,0.06,0.5656,0.045,72.99997971982306,0.04,0.038,0.039,0.0429,0.0255,0.015,0.0342,0.015,0.0592,0.0489,0.032,72.0,0.19,0.6,0.073,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0123,0.002461,0.001269,0.0005769999999999999,0.001947,0.002167,0.001214,0.004476,0.717301,0.028980000000000002,-0.07005,0.034539999999999994,-0.0406,0.002587,-0.015235000000000002,0.005785714285714285,0.2625,0.6524,2.12,3_2
82,0,0,Aluminum,0.445,0.06,0.5656,0.045,72.99997971982306,0.04,0.038,0.039,0.0429,0.0255,0.015,0.0342,0.015,0.0592,0.0489,0.032,71.5,0.17,0.57,0.073,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0123,0.00086,0.0036609999999999998,0.000865,0.00387,0.001059,0.008601000000000001,0.007742,0.707433,0.01875,-0.04258,0.022080000000000002,-0.0238,0.0013880000000000001,-0.0086995,0.0035071428571428454,0.3841,1.041,3.77,3_2
83,0,0,Aluminum,0.445,0.06,0.5656,0.045,72.99997971982306,0.04,0.038,0.039,0.0429,0.0255,0.015,0.0342,0.015,0.0592,0.0489,0.032,71.5,0.15,0.54,0.073,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0123,0.000525,0.0017980000000000001,0.007970999999999999,0.0023469999999999997,0.00062358,0.000542,0.00201,0.694412,0.022,-0.046830000000000004,0.02597,-0.02496,0.002841,-0.0089535,0.007592857142857128,0.4061,1.101,2.34,3_2
84,0,0,Steel,0.425,0.037000000000000005,0.5656,0.07200000000000001,72.5,0.035,0.04,0.039,0.04495,0.023,0.0165,0.0302,0.015,0.048,0.062,0.0235,70.0,0.15,0.505,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.001183,0.001209,0.0016010000000000002,0.0034700000000000004,0.005454,0.0009482000000000001,0.004366,0.68438,-0.00165,0.00385,-0.0019,0.00217,0.0007570000000000001,-0.002805,0.0023571428571428567,2.24,1.81,6.25,1_1
85,0,0,Titanium,0.385,0.02,0.5656,0.05,73.0,0.04,0.0349,0.04,0.04795,0.0245,0.016,0.03,0.015,0.05,0.04,0.025,69.5,0.11,0.3,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0123,0.000717,0.004499,0.0013800000000000002,0.00064871,0.001995,0.009459,0.0015970000000000001,0.65472,-0.00583,0.0103,-0.00625,0.00557,0.00135,-0.006125,0.003785714285714286,1.87,1.76,2.38,1_1
86,0,0,Aluminum,0.425,0.037,0.5656,0.076,72.50001674779189,0.035,0.03175,0.046,0.0447,0.0255,0.0165,0.0342,0.015,0.048,0.062,0.0255,70.5,0.165,0.505,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.000571,0.001452,0.001809,0.001008,0.005386,0.000618,0.0005309000000000001,0.676512,-0.01787,0.03803,-0.01916,0.02251,0.004453,-0.030555000000000002,0.017928571428571464,0.3148,0.1598,1.23,3_2
87,0,0,Steel,0.425,0.032,0.5656,0.07200000000000001,72.5,0.035,0.04,0.053,0.04495,0.023,0.0165,0.0302,0.015,0.055,0.065,0.0235,68.5,0.15,0.505,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.002525,0.000711,0.0017460000000000002,0.003363,0.006572,0.004262,0.002188,0.6812729999999999,-0.00231,0.00503,-0.0025800000000000003,0.00282,0.00115,-0.0035150000000000003,0.0036428571428571426,2.13,1.72,5.58,1_1
88,0,0,Steel,0.4475,0.06,0.5656,0.07200000000000001,73.5,0.035,0.04,0.04,0.04495,0.023,0.0165,0.0302,0.015,0.0605,0.065,0.02,71.0,0.125,0.505,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.0064150000000000006,0.0008460000000000001,0.005632,0.0046229999999999995,0.00093717,0.002799,0.009507999999999999,0.721182,0.00456,-0.00943,0.00532,-0.00506,0.000769,-0.0018,0.0018571428571428586,1.0,2.76,11.69,1_1
89,0,0,Aluminum,0.445,0.06,0.5656,0.045,72.99997971982306,0.04,0.038,0.039,0.0429,0.0255,0.015,0.0342,0.015,0.0592,0.0489,0.032,71.5,0.17,0.57,0.073,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0123,0.0005650000000000001,0.003677,0.002777,0.001442,0.008948000000000001,0.001168,0.00061363,0.707433,0.0468,-0.1052,0.055,-0.05939,0.0033829999999999997,-0.021894999999999998,0.008642857142857136,0.1702,0.4013,2.04,3_2
90,0,0,Steel,0.425,0.037000000000000005,0.5656,0.07200000000000001,72.5,0.035,0.04,0.039,0.04495,0.023,0.0165,0.0302,0.015,0.048,0.062,0.0235,70.5,0.15,0.505,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.0005099999999999999,0.00532,0.0016079999999999998,0.0023899999999999998,0.0012,0.0017760000000000002,0.00052281,0.684163,-0.00447,0.00922,-0.0048,0.00533,0.00107,-0.0070550000000000005,0.004500000000000002,1.24,0.691,4.26,1_1
91,0,0,Aluminum,0.425,0.035,0.5656,0.072,72.99997971982306,0.035,0.042,0.045,0.04495,0.024,0.01725,0.0342,0.015,0.06,0.062,0.0235,70.0,0.145,0.48,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.003045,0.000858,0.003062,0.004055,0.001772,0.00514,0.0008577999999999999,0.6739850000000001,-0.006381,0.01293,-0.0071129999999999995,0.007006999999999999,0.003614,-0.008447,0.009028571428571424,1.331,1.13,2.21,3_2
92,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0177,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0499,0.0491,0.0306,73.0,0.145,0.5151,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.0027949999999999997,0.002758,0.004837,0.003879,0.005359,0.001248,0.00097065,0.6536390000000001,0.0336,-0.0645,0.0398,-0.0349,0.00118,-0.01245,0.0035714285714285618,0.179,0.498,4.64,1_1
93,0,0,Titanium,0.405,0.07,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0479,0.0469,0.036000000000000004,73.0,0.1798,0.5739,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.005132,0.002109,0.006336,0.005132,0.009655,0.00056869,0.00070202,0.658141,0.0354,-0.0756,0.0419,-0.0438,0.00256,-0.0162,0.007142857142857149,0.578,1.56,3.79,1_1
94,0,0,Aluminum,0.425,0.035,0.5656,0.06,72.50001674779189,0.035,0.04,0.039,0.04495,0.024,0.017,0.0304,0.015,0.06,0.062,0.0235,70.5,0.165,0.52,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.006978,0.002704,0.004268,0.002506,0.009515000000000001,0.001588,0.00058729,0.70109,-0.007867,0.01665,-0.008477,0.009798000000000001,0.003195,-0.01362,0.011857142857142844,1.119,0.7785,2.72,3_2
95,0,0,Steel,0.445,0.06,0.5656,0.06,73.5,0.035,0.04,0.039,0.04495,0.024,0.017,0.0304,0.015,0.06,0.062,0.0235,71.0,0.135,0.52,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.0012369999999999998,0.001633,0.004103,0.0016469999999999998,0.00073674,0.004519,0.0015949999999999998,0.745232,0.0102,-0.022,0.0119,-0.0124,0.00122,-0.004555,0.004071428571428566,0.6459999999999999,1.66,5.72,1_1
96,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0,0.04,0.03015,0.045,0.0365,0.02335,0.013000000000000001,0.0349,0.015,0.0484,0.0504,0.0356,73.0,0.2204,0.5854,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.0007160000000000001,0.009093,0.0026379999999999997,0.005611,0.001342,0.001037,0.00095586,0.669791,0.0345,-0.0835,0.041,-0.0516,0.0016300000000000002,-0.01985,0.004999999999999994,0.488,1.28,3.15,1_1
97,0,0,Steel,0.445,0.06,0.5656,0.06,73.5,0.035,0.04,0.039,0.04495,0.024,0.017,0.0304,0.015,0.06,0.062,0.0235,70.0,0.125,0.52,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.002869,0.006462000000000001,0.000601,0.00483,0.00084102,0.00116,0.005219,0.720697,0.0084,-0.0173,0.009729999999999999,-0.009290000000000001,0.000499,-0.0032900000000000004,0.0018571428571428586,0.578,1.62,8.31,1_1
98,0,0,Steel,0.408,0.068,0.5656,0.03,73.0,0.04,0.0254,0.0318,0.0365,0.017,0.012,0.0286,0.015,0.0307,0.0195,0.0252,72.5,0.1442,0.5475,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.002196,0.006033,0.001306,0.001748,0.00256,0.00061768,0.001004,0.633785,0.03,-0.0581,0.0359,-0.0314,0.00215,-0.011300000000000001,0.005714285714285716,0.21100000000000002,0.578,3.52,1_1
99,0,0,Titanium,0.40700000000000003,0.0675,0.5656,0.045,73.0,0.04,0.0327,0.045,0.0365,0.02335,0.013000000000000001,0.055999999999999994,0.015,0.0217,0.0433,0.0227,73.5,0.1324,0.5903,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.00084,0.004736,0.006037,0.003135,0.002897,0.00097564,0.00096429,0.654093,0.0246,-0.0499,0.029,-0.0276,0.00209,-0.010069999999999999,0.0032857142857142876,0.5,0.9890000000000001,3.49,1_1
100,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0312,0.045,0.04,0.02335,0.013000000000000001,0.037000000000000005,0.015,0.0548,0.0555,0.0309,73.0,0.145,0.5215,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.008274,0.000729,0.0026089999999999998,0.001755,0.001202,0.006831,0.00081678,0.656339,0.0179,-0.0345,0.0215,-0.0184,0.00199,-0.006585,0.0042142857142857156,0.33799999999999997,0.833,3.67,1_1
101,0,0,Titanium,0.45,0.07,0.5656,0.18,70.0,0.045,0.0552,0.05,0.0365,0.035,0.019,0.0318,0.015,0.0622,0.0699,0.0855,70.0,0.145,0.6199,0.08,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.008941,0.007989,0.000678,0.00075254,0.00339,0.003658,0.0049299999999999995,0.684298,0.02,-0.0437,0.0243,-0.0216,0.00075,-0.00751,0.002714285714285715,0.721,1.89,6.36,1_1
102,0,0,Aluminum,0.325,0.07,0.5656,0.05,71.99999647998123,0.040999999999999995,0.02385,0.0414,0.0365,0.02335,0.013,0.0318,0.015,0.0495,0.0371,0.0258,72.0,0.1025,0.4321,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.012,0.004499,0.005363000000000001,0.002884,0.00051938,0.002165,0.0030399999999999997,0.00057707,0.515196,0.007573999999999999,-0.005306,0.009068000000000001,0.0002741,0.002167,0.0009308499999999999,0.01561642857142857,0.2677,0.1698,1.36,3_2
103,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0499,0.0491,0.0306,73.0,0.145,0.5151,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.0059299999999999995,0.000572,0.0008320000000000001,0.001632,0.0016179999999999999,0.0018149999999999998,0.003057,0.6536390000000001,0.016,-0.0313,0.0194,-0.0167,0.00161,-0.005984999999999999,0.0034999999999999996,0.331,0.871,4.01,1_1
104,0,0,Titanium,0.43,0.057,0.5656,0.045,75.0,0.035,0.0317,0.04,0.0365,0.02335,0.013000000000000001,0.035,0.015,0.0448,0.0273,0.049,77.0,0.1446,0.6123,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.005289,0.005406,0.007159,0.00077601,0.001219,0.00424,0.00097635,0.69925,0.0339,-0.0736,0.0395,-0.0408,0.0025,-0.0149,0.005714285714285704,0.6629999999999999,1.42,4.1,1_1
105,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0436,0.045,0.0615,0.02335,0.013000000000000001,0.0458,0.015,0.0638,0.0623,0.0505,73.0,0.145,0.5283,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.00193,0.001031,0.002062,0.00066164,0.001169,0.003701,0.001225,0.661363,0.005370000000000001,-0.011,0.00678,-0.0056,0.0010199999999999999,-0.001975,0.0015000000000000022,0.815,1.72,4.25,1_1
106,0,0,Steel,0.4,0.037000000000000005,0.5656,0.025,74.0,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.044000000000000004,0.3,0.03,74.0,0.1238,0.5,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.001261,0.005566,0.001501,0.003069,0.0018260000000000001,0.007055,0.00076811,0.633267,-0.0124,0.027,-0.0136,0.0121,0.00212,-0.011300000000000001,0.005714285714285716,0.541,0.5379999999999999,3.36,1_1
107,0,0,Titanium,0.43,0.057,0.5656,0.045,75.0,0.035,0.0317,0.04,0.0365,0.02335,0.013000000000000001,0.035,0.015,0.0448,0.0273,0.049,75.0,0.2685,0.6123,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.001083,0.0007700000000000001,0.0020109999999999998,0.007382,0.003817,0.0014529999999999999,0.0013310000000000002,0.666963,0.0294,-0.0828,0.0342,-0.0528,0.00297,-0.0206,0.008571428571428568,0.47700000000000004,1.24,2.44,1_1
108,0,0,Steel,0.38,0.037000000000000005,0.5656,0.045,72.0,0.0381,0.0175,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.044000000000000004,0.035,0.16699999999999998,72.0,0.2673,0.42,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.008652,0.009869,0.005021,0.005949,0.00095586,0.0035450000000000004,0.001544,0.581696,-0.00549,0.0145,-0.00604,0.00851,0.0011,-0.01105,0.005000000000000006,0.622,0.5720000000000001,4.01,1_1
111,0,0,Titanium,0.41,0.069,0.5656,0.045,72.99997971982306,0.04,0.0327,0.04,0.0365,0.025,0.02,0.0318,0.015,0.0513,0.0287,0.04,73.0,0.1507,0.585,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.007,0.008378,0.007259000000000001,0.007585,0.00055148,0.0044399999999999995,0.0008730000000000001,0.003237,0.664342,0.018269999999999998,-0.036989999999999995,0.022019999999999998,-0.020030000000000003,0.001544,-0.0071625000000000005,0.005235714285714298,0.8916,1.745,5.95,3_1
112,0,0,Titanium,0.40700000000000003,0.0675,0.5656,0.045,73.0,0.04,0.03475,0.045,0.0365,0.02335,0.0175,0.055999999999999994,0.015,0.0217,0.0433,0.0227,73.5,0.1324,0.5903,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.0009939999999999999,0.002689,0.002785,0.0030399999999999997,0.001734,0.001048,0.002018,0.654093,0.023,-0.0465,0.0271,-0.0257,0.00205,-0.009395,0.0036428571428571426,0.46399999999999997,0.981,2.89,1_1
113,0,0,Steel,0.39971,0.07,0.5656,0.034,73.5,0.04,0.0286,0.0318,0.0365,0.022000000000000002,0.013000000000000001,0.0289,0.015,0.0431,0.0219,0.0303,76.0,0.18600000000000003,0.6119,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.002259,0.004139,0.009146,0.009146,0.00082337,0.009956,0.001846,0.6510100000000001,0.0122,-0.0265,0.0144,-0.0157,0.00081,-0.00581,0.002857142857142852,0.36700000000000005,1.07,6.8,1_1
114,0,0,Steel,0.405,0.025,0.5656,0.045,72.0,0.04,0.0286,0.045,0.0365,0.02335,0.0215,0.0318,0.015,0.048,0.045,0.0243,71.5,0.105,0.305,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.001342,0.003943,0.004036,0.001576,0.001422,0.003454,0.005176,0.607482,-0.0026899999999999997,0.00414,-0.00282,0.00199,0.0006450000000000001,-0.001585,0.0017857142857142872,1.03,1.5,5.97,1_1
115,0,0,Titanium,0.41,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0349,0.015,0.0477,0.0385,0.0335,73.0,0.1098,0.5585,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.0015429999999999999,0.001462,0.002151,0.00052897,0.001391,0.002925,0.004278,0.63861,0.0215,-0.0387,0.0263,-0.0182,0.00252,-0.00587,0.008285714285714289,0.815,1.34,2.59,1_1
116,0,0,Steel,0.405,0.025,0.5656,0.045,72.0,0.04,0.0286,0.045,0.0365,0.02335,0.0215,0.0318,0.015,0.048,0.045,0.0243,71.5,0.105,0.305,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.001466,0.00149,0.003994,0.0015279999999999998,0.002457,0.001183,0.001834,0.607482,-0.00419,0.00632,-0.00436,0.00305,0.0011099999999999999,-0.002445,0.00307142857142857,0.8059999999999999,1.06,3.94,1_1
117,0,0,Steel,0.405,0.07,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0499,0.045,0.0433,73.0,0.23,0.68,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.00223,0.000717,0.000895,0.00822,0.004797999999999999,0.002191,0.0009657,0.69629,0.0305,-0.0804,0.0366,-0.0506,0.00179,-0.0195,0.005714285714285729,0.191,0.489,4.21,1_1
118,0,0,Steel,0.34,-0.025,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.015,0.0318,0.015,0.0431,0.0244,0.0253,72.5,0.11,0.2444,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.004067,0.001139,0.0007769999999999999,0.004067,0.0022329999999999997,0.0067079999999999996,0.003098,0.579669,-0.00345,0.00435,-0.0032700000000000003,0.00207,0.0006519999999999999,-0.0018050000000000002,0.002071428571428569,1.18,1.48,3.62,1_1
119,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.000664,0.009949,0.0021420000000000002,0.007222,0.001236,0.004503,0.001755,0.6536390000000001,0.0164,-0.0317,0.0193,-0.0172,0.000735,-0.0060550000000000005,0.00235714285714286,0.33399999999999996,0.935,5.51,1_1
