, CS Length, BB Drop, Stack, SS E, ST Angle, BB OD, TT OD, HT OD, DT OD, CS OD, SS OD, ST OD, CS F, HT LX, ST UX, HT UX, HT Angle, HT Length, ST Length, BB Length, Dropout Offset, SSB OD, CSB OD, Material, SSB Offset, CSB Offset, SS Z, SS Thickness, CS Thickness, TT Thickness, BB Thickness, HT Thickness, ST Thickness, DT Thickness, DT Length
613,0.41,0.07,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0499,0.0319,0.0285,73.0,0.1118,0.5619,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.003981974239760699,0.008166111499798642,0.00542175777270239,0.0012428670610017591,0.0008813259716372328,0.00234150970179184,0.0065957790177512176,0.6534482340640532
621,0.41,0.07,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0466,0.0319,0.0285,73.0,0.1118,0.5619,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.004077759048944745,0.0017584990677176862,0.005407896743965864,0.0023734068730450176,0.0011125078534626636,0.005580674142643081,0.0009940023402893491,0.651643427498191
652,0.415,0.075,0.5656,0.045,74.5,0.04,0.0286,0.035,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0471,0.049,0.0335,73.0,0.138,0.519,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0005367604757308427,0.0018747145135015746,0.001319686241560673,0.00251549883570893,0.002750271081615897,0.0010473654841516664,0.007523852389307739,0.6521207450715305
676,0.43,0.075,0.5656,0.035,74.0,0.04,0.0302,0.044000000000000004,0.01905,0.023350000000000003,0.013000000000000001,0.035,0.015,0.053,0.0358,0.0328,72.0,0.168,0.54,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.005437642456557768,0.00803576728974165,0.0048159653987968325,0.005664977213582176,0.004309262479408793,0.004385571244726193,0.00467711433822916,0.6798801090240926
683,0.4,0.0616,0.5656,0.06,74.0,0.038,0.03025,0.038,0.0365,0.0254,0.016,0.0319,0.015,0.0403,0.0418,0.0309,74.0,0.1259,0.5921000000000001,0.068,0.12,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0012538231657076558,0.0018637775122660875,0.002095152075972984,0.0007492413869361354,0.0018802070582840046,0.0021763690136217405,0.0016148706791615285,0.6409066028592552
692,0.45,0.07,0.5656,0.045,73.0,0.055,0.0286,0.045,0.0381,0.023350000000000003,0.013000000000000001,0.0301,0.015,0.0495,0.0541,0.034,70.0,0.16340000000000002,0.575,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.004148451008600426,0.005143638553459171,0.0024609063809244358,0.0014053588623604714,0.005971285486081715,0.0043282142809488375,0.0017071746538165266,0.6833736736665073
697,0.41,0.07,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0465,0.0319,0.0335,73.0,0.1185,0.5619,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0014312915049078242,0.004388779936845628,0.002437619114711008,0.0020692633648659755,0.007344434050169574,0.005880273353884265,0.00214947674680157,0.650663931871163
705,0.405,0.07,0.5656,0.045,74.0,0.04,0.0302,0.038,0.0365,0.023350000000000003,0.013000000000000001,0.035,0.015,0.0407,0.023,0.0346,72.5,0.1546,0.593,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.006999999999999999,0.005457563772814515,0.006354285862697581,0.0010119742145557468,0.006028330868566439,0.00631721524110136,0.004499283617683378,0.0030579647327119352,0.6648888118653975
710,0.39421999999999996,0.045,0.5656,0.075,75.5,0.04,0.0377,0.045,0.0365,0.035,0.019,0.0318,0.015,0.0611,0.045700000000000005,0.0423,75.5,0.1974,0.615,0.068,0.12,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0009181720914809204,0.002379490173527309,0.003015764476054941,0.0020228752756515154,0.0005003658237365651,0.005807613855877059,0.0042591290533687855,0.6814611465466853
762,0.415,0.08,0.5656,0.045,74.5,0.04,0.0286,0.035,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.046700000000000005,0.049,0.0335,73.0,0.1249,0.509,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.009240500570081321,0.0006640673126865173,0.0026729311090231763,0.0013014744232539347,0.007185041933540514,0.0008245782008941558,0.0007777161314373463,0.6642693874816418
770,0.415,0.08,0.5656,0.045,74.5,0.04,0.0286,0.035,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0465,0.049,0.0335,73.0,0.1256,0.509,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.007227205127369701,0.004798386058676451,0.0013401117305554553,0.0010179126718887896,0.002720263587302849,0.007185041933540514,0.0005163520582201748,0.6667154903255161
802,0.435,0.03,0.5656,0.3,73.5,0.0508,0.0286,0.0381,0.03805,0.023350000000000003,0.0145,0.0286,0.015,0.035,0.3,0.03,72.0,0.135,0.715,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0052731485770272975,0.0005407006253962768,0.0006295421332539823,0.001984771957032543,0.0005518875940745305,0.0017681715541459503,0.0013430553512821285,0.6696279437951865
808,0.435,0.065,0.5656,0.3,74.0,0.0508,0.0286,0.0381,0.03805,0.023350000000000003,0.0145,0.0286,0.015,0.037000000000000005,0.3,0.022000000000000002,72.0,0.1,0.715,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0052118014194922025,0.004937225045216197,0.0028485375423258105,0.0017863694352193828,0.003230390639246267,0.0012593373825641008,0.0038955556950365923,0.6975273087370041
821,0.35885,0.0,0.5656,0.026000000000000002,71.0,0.04,0.0286,0.045,0.0365,0.033,0.02,0.0318,0.02,0.0378,0.025,0.0237,73.0,0.1,0.23,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.02,0.007106647804903183,0.005265440865386399,0.003495904377416036,0.0006491804624825537,0.002511821954738207,0.0016579544058230725,0.0015186457182666644,0.5887731863222668
828,0.42043,-0.035,0.5656,0.045,73.0,0.04,0.0277,0.045,0.035,0.024,0.02,0.0318,0.015,0.04,0.0134,0.0208,73.0,0.1,0.22,0.073,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0007181232225496495,0.0054615567855583426,0.0006213086276697804,0.0008215683078718777,0.0007536380780222055,0.0005526954638317013,0.0007276397032481115,0.6752185769250044
836,0.4673,0.03,0.5656,0.045,74.0,0.04,0.0377,0.045,0.051,0.035,0.025,0.0318,0.02,0.0579,0.0474,0.0325,73.0,0.12,0.38,0.073,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0005316811747919362,0.007227205127369701,0.004073287915154853,0.001130966801178404,0.0035604131950763072,0.007441761587679663,0.006391574021758189,0.7650633438696479
841,0.48468999999999995,0.02,0.5656,0.045,74.0,0.04,0.0407,0.045,0.0365,0.045,0.035,0.05,0.02,0.06,0.0603,0.0313,73.0,0.1,0.26030000000000003,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0005385299773576762,0.0008218688021061947,0.009156406599310631,0.0022385224465427205,0.009923499224707628,0.006808997705227068,0.0005346056454622638,0.7603330378496082
848,0.405,0.034,0.5656,0.045,73.0,0.04,0.03765,0.045,0.0425,0.023350000000000003,0.013000000000000001,0.0349,0.015,0.0527,0.0288,0.0415,72.0,0.243,0.5788,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0007134117576437852,0.0009871198410324172,0.002206823424662257,0.0032091966830405283,0.0006038368982257981,0.007132683679747446,0.0014354849074930188,0.6461659477635202
942,0.40504,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0563,0.051,0.0299,75.5,0.145,0.517,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.002973059170928145,0.00659819146909175,0.006754437862986085,0.0011355253791070564,0.0012360681648474305,0.0020639731766712425,0.0025647286838896945,0.6713849399454497
972,0.405,0.03,0.5656,0.045,73.0,0.04,0.03765,0.045,0.0425,0.023350000000000003,0.013000000000000001,0.0349,0.015,0.0525,0.0287,0.0417,72.0,0.243,0.5787,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.001023885977219923,0.005457563772814515,0.0008294169827458424,0.004605827485599909,0.0015331537711908193,0.0056195842972599185,0.0006154292575623281,0.6431586987425554
973,0.425,0.02,0.5656,0.045,72.0,0.03,0.0277,0.04,0.0365,0.023350000000000003,0.0185,0.03,0.015,0.036000000000000004,0.06,0.036000000000000004,68.5,0.1332,0.48,0.1,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.0112,0.00834116475501286,0.003591798900744675,0.0008819707915573851,0.0057358521737251615,0.002978500233433742,0.007775598171384865,0.0054098747192307005,0.6668929230658716
976,0.425,0.02,0.5656,0.045,72.0,0.03,0.0277,0.04,0.0365,0.023350000000000003,0.0185,0.03,0.015,0.034,0.06,0.03,68.5,0.132,0.48,0.1,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.0112,0.0076068487426163645,0.006400930201183736,0.002239341201455891,0.0007324451313746253,0.00181933274534734,0.0005021989611482943,0.0015625869997431337,0.6665963979527395
1002,0.425,0.02,0.5656,0.045,72.0,0.03,0.0277,0.04,0.0365,0.023350000000000003,0.0185,0.03,0.015,0.035,0.05,0.03,68.5,0.125,0.485,0.1,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.0112,0.004109194707036303,0.002343222861448465,0.004109194707036303,0.0006938572972762661,0.0008367284479804972,0.0009188438697715508,0.004955313035065156,0.6647741634060963
1012,0.439,0.069,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0453,0.0513,0.0305,73.0,0.2763,0.5443,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.006284955898039567,0.008658168779860916,0.0016243470477178086,0.002154198177230929,0.0008710727344238259,0.0010443058733497976,0.009934391971211615,0.7127402222183981
1017,0.45,0.08,0.5656,0.05,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0469,0.032,0.0485,72.0,0.1388,0.5670000000000001,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.004256015150638218,0.0008269940528344964,0.005253900417070828,0.0009516739190096065,0.0017902932827427735,0.0064857545416297895,0.008006434959748185,0.6643787354905042
1051,0.447,0.05,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0475,0.0534,0.0466,70.5,0.155,0.5434,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0064103000764677955,0.003328726001970797,0.0005118400924424707,0.003655402763515601,0.0026341171144735878,0.0048406847257887655,0.0009856769772521633,0.6863020782652198
1059,0.447,0.06,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.047200000000000006,0.054000000000000006,0.0349,71.5,0.18,0.534,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.001394097857269591,0.0012008696456836199,0.0022657000755578003,0.006846450063947606,0.00371469524529999,0.0071535810399843145,0.00872810625390501,0.6803264340188473
1066,0.435,0.075,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0515,0.0486,0.04,72.0,0.12,0.5182,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0009878420647697849,0.0009357990050539297,0.0007828522708697738,0.00891520673761005,0.002116715214583552,0.0006158795348235139,0.0014219010834819682,0.659018728416278
1089,0.42,0.068,0.5656,0.045,72.5,0.04,0.03175,0.0349,0.0365,0.0257,0.018000000000000002,0.0349,0.015,0.0415,0.0402,0.033600000000000005,73.0,0.1914,0.6027,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0065477147928004464,0.0007636251972211374,0.004366368296241036,0.009033349961749274,0.007458107779682156,0.0017578561198048964,0.0018100421834564206,0.6735307557220376
1094,0.49,0.06,0.5656,0.045,73.0,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.04,0.04,0.03,70.0,0.1952,0.43,0.1,0.17,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.003570844505431603,0.002961123795315643,0.00755141673251602,0.0016885481140335172,0.005192777190245032,0.006262014417313638,0.0006621274096117952,0.7234639188983729
1095,0.49,0.06,0.5656,0.045,73.0,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.05,0.04,0.03,70.0,0.1952,0.43,0.1,0.17,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.003350709345490844,0.004535627160900122,0.004228092274185532,0.0007851458740423169,0.0023760120951379,0.004823015154651182,0.005204183378414035,0.7286754218390884
1096,0.49,0.06,0.5656,0.045,73.0,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.05,0.04,0.03,70.0,0.1419,0.48,0.1,0.17,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0007569525197290976,0.0055582704707906215,0.005257744420035054,0.005188980685638266,0.0009692348568058518,0.000686286800301891,0.001477019971014857,0.7268905664825633
1097,0.49,0.06,0.5656,0.045,73.0,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.05,0.04,0.03,70.0,0.1426,0.43,0.1,0.17,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.002192344891184645,0.0008534157631472362,0.0064620801013912646,0.0010927505800309599,0.0016386659695815562,0.003964538507463044,0.004379160896517489,0.7268905664825633
1099,0.54,0.06,0.5656,0.045,73.0,0.04,0.029700000000000008,0.045,0.0365,0.02,0.02,0.0318,0.015,0.05,0.04,0.03,70.0,0.1426,0.43,0.1,0.17,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0010951508599353304,0.0018326877586763923,0.0010208949558017204,0.007821226861637538,0.0022623883230835297,0.0008666245348455172,0.0017084237038381836,0.7268905664825633
